Task_Number,Device_ID,Workload_Type,Source_Node,Destination_Node,Destination_Layer,Offloading_Path,Processing_Time_ms,Communication_ms,Queue_Wait_ms,Total_Latency_ms,Deadline_ms,Deadline_Met
713,D12,Image Processing,IoT12,Fog2,Fog,IoT -> Fog,47.6,78.0,11.9,137.5,300.0,Yes
714,D12,Network Traffic,IoT12,Fog3,Fog,IoT -> Fog,42.8,53.0,10.7,106.5,150.0,Yes
715,D17,Network Traffic,IoT17,Edge6,Edge,IoT -> Edge,40.8,53.0,0.0,93.8,150.0,Yes
716,D15,Image Processing,IoT15,IoT15,IoT,IoT (local),62.0,0.0,0.0,62.0,300.0,Yes
717,D5,Data Analytics,IoT5,Edge7,Edge,IoT -> Edge,24.0,34.0,0.0,58.0,500.0,Yes
718,D18,Network Traffic,IoT18,Cloud1,Cloud,IoT -> Cloud,25.6,86.0,0.0,111.6,150.0,Yes
719,D5,Network Traffic,IoT5,Cloud1,Cloud,IoT -> Cloud,26.6,110.0,0.89,137.49,150.0,Yes
720,D16,Image Processing,IoT16,Edge8,Edge,IoT -> Edge,83.2,50.0,0.0,133.2,300.0,Yes
721,D9,Video Processing,IoT9,Fog1,Fog,IoT -> Fog,59.0,70.0,0.0,129.0,120.0,No
722,D17,Image Processing,IoT17,Fog2,Fog,IoT -> Fog,37.0,58.0,0.0,95.0,300.0,Yes
723,D20,Image Processing,IoT20,Fog3,Fog,IoT -> Fog,31.6,73.0,0.0,104.6,300.0,Yes
724,D10,Network Traffic,IoT10,Fog1,Fog,IoT -> Fog,46.6,71.0,5.82,123.42,150.0,Yes
725,D14,Video Processing,IoT14,Edge1,Edge,IoT -> Edge,58.8,20.0,0.0,78.8,120.0,Yes
726,D6,Data Analytics,IoT6,Fog2,Fog,IoT -> Fog,32.2,77.0,4.02,113.22,500.0,Yes
727,D9,Video Processing,IoT9,Fog3,Fog,IoT -> Fog,49.2,82.0,6.15,137.35,120.0,No
728,D5,Data Analytics,IoT5,Fog1,Fog,IoT -> Fog,59.0,74.0,14.75,147.75,500.0,Yes
729,D6,Data Analytics,IoT6,Edge2,Edge,IoT -> Edge,62.4,50.0,0.0,112.4,500.0,Yes
730,D6,Video Processing,IoT6,Edge3,Edge,IoT -> Edge,52.0,47.0,0.0,99.0,120.0,Yes
731,D10,Video Processing,IoT10,IoT10,IoT,IoT (local),61.0,0.0,0.0,61.0,120.0,Yes
732,D9,Video Processing,IoT9,Fog2,Fog,IoT -> Fog,47.8,80.0,11.95,139.75,120.0,No
733,D14,Image Processing,IoT14,Fog3,Fog,IoT -> Fog,57.4,48.0,14.35,119.75,300.0,Yes
734,D4,Network Traffic,IoT4,Cloud1,Cloud,IoT -> Cloud,27.2,90.0,0.0,117.2,150.0,Yes
735,D13,Network Traffic,IoT13,IoT13,IoT,IoT (local),54.0,0.0,0.0,54.0,150.0,Yes
736,D9,Network Traffic,IoT9,Edge4,Edge,IoT -> Edge,24.0,22.0,0.0,46.0,150.0,Yes
737,D4,Data Analytics,IoT4,Edge5,Edge,IoT -> Edge,84.4,46.0,0.0,130.4,500.0,Yes
738,D14,Image Processing,IoT14,Edge6,Edge,IoT -> Edge,41.6,47.0,0.0,88.6,300.0,Yes
739,D6,Image Processing,IoT6,Edge7,Edge,IoT -> Edge,54.0,19.0,0.0,73.0,300.0,Yes
740,D17,Network Traffic,IoT17,Edge8,Edge,IoT -> Edge,77.6,25.0,0.0,102.6,150.0,Yes
741,D2,Data Analytics,IoT2,Fog1,Fog,IoT -> Fog,43.0,69.0,0.0,112.0,500.0,Yes
742,D7,Video Processing,IoT7,Edge1,Edge,IoT -> Edge,41.6,32.0,0.0,73.6,120.0,Yes
743,D20,Image Processing,IoT20,IoT20,IoT,IoT (local),65.0,0.0,0.0,65.0,300.0,Yes
744,D5,Network Traffic,IoT5,Fog2,Fog,IoT -> Fog,27.2,42.0,0.0,69.2,150.0,Yes
745,D2,Network Traffic,IoT2,Fog3,Fog,IoT -> Fog,49.0,44.0,0.0,93.0,150.0,Yes
746,D18,Network Traffic,IoT18,Fog1,Fog,IoT -> Fog,44.4,58.0,5.55,107.95,150.0,Yes
747,D16,Image Processing,IoT16,Edge2,Edge,IoT -> Edge,49.6,38.0,0.0,87.6,300.0,Yes
748,D1,Data Analytics,IoT1,Edge3,Edge,IoT -> Edge,56.4,46.0,0.0,102.4,500.0,Yes
749,D19,Data Analytics,IoT19,Edge4,Edge,IoT -> Edge,36.0,35.0,0.0,71.0,500.0,Yes
750,D5,Data Analytics,IoT5,Edge5,Edge,IoT -> Edge,39.2,27.0,0.0,66.2,500.0,Yes
751,D3,Data Analytics,IoT3,Fog2,Fog,IoT -> Fog,58.8,57.0,7.35,123.15,500.0,Yes
752,D19,Data Analytics,IoT19,Fog3,Fog,IoT -> Fog,37.6,45.0,4.7,87.3,500.0,Yes
753,D11,Data Analytics,IoT11,Fog1,Fog,IoT -> Fog,38.8,56.0,9.7,104.5,500.0,Yes
754,D17,Video Processing,IoT17,Fog2,Fog,IoT -> Fog,46.2,68.0,11.55,125.75,120.0,No
755,D14,Network Traffic,IoT14,Fog3,Fog,IoT -> Fog,52.4,58.0,13.1,123.5,150.0,Yes
756,D3,Video Processing,IoT3,Edge6,Edge,IoT -> Edge,33.6,28.0,0.0,61.6,120.0,Yes
757,D4,Video Processing,IoT4,Edge7,Edge,IoT -> Edge,96.8,47.0,0.0,143.8,120.0,No
758,D3,Network Traffic,IoT3,Cloud1,Cloud,IoT -> Cloud,29.5,93.0,0.0,122.5,150.0,Yes
759,D15,Data Analytics,IoT15,Edge8,Edge,IoT -> Edge,24.0,22.0,0.0,46.0,500.0,Yes
760,D1,Data Analytics,IoT1,Cloud1,Cloud,IoT -> Cloud,29.7,105.0,0.99,135.69,500.0,Yes
761,D14,Video Processing,IoT14,IoT14,IoT,IoT (local),53.0,0.0,0.0,53.0,120.0,Yes
762,D6,Image Processing,IoT6,IoT6,IoT,IoT (local),76.0,0.0,0.0,76.0,300.0,Yes
763,D6,Image Processing,IoT6,Fog1,Fog,IoT -> Fog,49.4,63.0,0.0,112.4,300.0,Yes
764,D19,Image Processing,IoT19,Fog2,Fog,IoT -> Fog,39.4,83.0,0.0,122.4,300.0,Yes
765,D12,Image Processing,IoT12,Fog3,Fog,IoT -> Fog,31.0,87.0,0.0,118.0,300.0,Yes
766,D6,Video Processing,IoT6,Edge1,Edge,IoT -> Edge,59.2,21.0,0.0,80.2,120.0,Yes
767,D19,Video Processing,IoT19,Edge2,Edge,IoT -> Edge,28.4,17.0,0.0,45.4,120.0,Yes
768,D11,Image Processing,IoT11,Fog1,Fog,IoT -> Fog,42.0,73.0,5.25,120.25,300.0,Yes
769,D20,Network Traffic,IoT20,Edge3,Edge,IoT -> Edge,57.6,52.0,0.0,109.6,150.0,Yes
770,D20,Image Processing,IoT20,Fog2,Fog,IoT -> Fog,53.2,48.0,6.65,107.85,300.0,Yes
771,D17,Network Traffic,IoT17,Edge4,Edge,IoT -> Edge,40.4,57.0,0.0,97.4,150.0,Yes
772,D10,Network Traffic,IoT10,Fog3,Fog,IoT -> Fog,35.2,71.0,4.4,110.6,150.0,Yes
773,D5,Image Processing,IoT5,Edge5,Edge,IoT -> Edge,53.6,46.0,0.0,99.6,300.0,Yes
774,D20,Image Processing,IoT20,Fog1,Fog,IoT -> Fog,56.4,60.0,14.1,130.5,300.0,Yes
775,D14,Network Traffic,IoT14,Edge6,Edge,IoT -> Edge,30.0,32.0,0.0,62.0,150.0,Yes
776,D8,Network Traffic,IoT8,Edge7,Edge,IoT -> Edge,29.6,29.0,0.0,58.6,150.0,Yes
777,D20,Network Traffic,IoT20,Fog2,Fog,IoT -> Fog,41.4,47.0,10.35,98.75,150.0,Yes
778,D2,Video Processing,IoT2,Edge8,Edge,IoT -> Edge,34.4,22.0,0.0,56.4,120.0,Yes
779,D9,Image Processing,IoT9,Fog3,Fog,IoT -> Fog,56.8,82.0,14.2,153.0,300.0,Yes
780,D3,Video Processing,IoT3,Fog1,Fog,IoT -> Fog,28.8,77.0,10.8,116.6,120.0,Yes
781,D14,Video Processing,IoT14,Fog1,Fog,IoT -> Fog,50.2,47.0,0.0,97.2,120.0,Yes
782,D20,Video Processing,IoT20,Fog2,Fog,IoT -> Fog,23.2,46.0,0.0,69.2,120.0,Yes
783,D13,Data Analytics,IoT13,Edge1,Edge,IoT -> Edge,35.2,17.0,0.0,52.2,500.0,Yes
784,D18,Network Traffic,IoT18,Fog3,Fog,IoT -> Fog,56.8,43.0,0.0,99.8,150.0,Yes
785,D1,Image Processing,IoT1,Fog1,Fog,IoT -> Fog,34.4,42.0,4.3,80.7,300.0,Yes
786,D13,Network Traffic,IoT13,IoT13,IoT,IoT (local),54.0,0.0,0.0,54.0,150.0,Yes
787,D13,Image Processing,IoT13,Fog2,Fog,IoT -> Fog,37.6,69.0,4.7,111.3,300.0,Yes
788,D17,Network Traffic,IoT17,Fog3,Fog,IoT -> Fog,33.4,54.0,4.17,91.57,150.0,Yes
789,D13,Image Processing,IoT13,Fog1,Fog,IoT -> Fog,53.0,58.0,13.25,124.25,300.0,Yes
790,D10,Network Traffic,IoT10,Edge2,Edge,IoT -> Edge,60.0,57.0,0.0,117.0,150.0,Yes
791,D14,Data Analytics,IoT14,Edge3,Edge,IoT -> Edge,58.0,32.0,0.0,90.0,500.0,Yes
792,D14,Data Analytics,IoT14,Edge4,Edge,IoT -> Edge,42.8,30.0,0.0,72.8,500.0,Yes
793,D13,Data Analytics,IoT13,Fog2,Fog,IoT -> Fog,51.4,73.0,12.85,137.25,500.0,Yes
794,D17,Image Processing,IoT17,Fog3,Fog,IoT -> Fog,48.8,57.0,12.2,118.0,300.0,Yes
795,D18,Network Traffic,IoT18,IoT18,IoT,IoT (local),63.0,0.0,0.0,63.0,150.0,Yes
796,D1,Data Analytics,IoT1,Edge5,Edge,IoT -> Edge,54.4,42.0,0.0,96.4,500.0,Yes
797,D3,Data Analytics,IoT3,Edge6,Edge,IoT -> Edge,90.8,39.0,0.0,129.8,500.0,Yes
798,D11,Data Analytics,IoT11,Edge7,Edge,IoT -> Edge,44.4,32.0,0.0,76.4,500.0,Yes
799,D17,Data Analytics,IoT17,Edge8,Edge,IoT -> Edge,36.8,37.0,0.0,73.8,500.0,Yes
800,D19,Network Traffic,IoT19,Cloud1,Cloud,IoT -> Cloud,27.3,103.0,0.0,130.3,150.0,Yes
801,D2,Image Processing,IoT2,IoT2,IoT,IoT (local),60.0,0.0,0.0,60.0,300.0,Yes
802,D19,Image Processing,IoT19,IoT19,IoT,IoT (local),72.0,0.0,0.0,72.0,300.0,Yes
803,D11,Video Processing,IoT11,Fog1,Fog,IoT -> Fog,46.4,42.0,0.0,88.4,120.0,Yes
804,D5,Network Traffic,IoT5,Fog2,Fog,IoT -> Fog,36.8,47.0,0.0,83.8,150.0,Yes
805,D15,Network Traffic,IoT15,Fog3,Fog,IoT -> Fog,33.2,69.0,0.0,102.2,150.0,Yes
806,D2,Image Processing,IoT2,Fog1,Fog,IoT -> Fog,44.6,71.0,5.57,121.17,300.0,Yes
807,D1,Image Processing,IoT1,Edge1,Edge,IoT -> Edge,29.2,34.0,0.0,63.2,300.0,Yes
808,D12,Data Analytics,IoT12,Fog2,Fog,IoT -> Fog,36.4,58.0,4.55,98.95,500.0,Yes
809,D6,Image Processing,IoT6,IoT6,IoT,IoT (local),82.0,0.0,0.0,82.0,300.0,Yes
810,D11,Data Analytics,IoT11,Fog3,Fog,IoT -> Fog,43.4,75.0,5.42,123.82,500.0,Yes
811,D17,Network Traffic,IoT17,Fog1,Fog,IoT -> Fog,51.2,59.0,12.8,123.0,150.0,Yes
812,D12,Video Processing,IoT12,Fog2,Fog,IoT -> Fog,42.8,45.0,10.7,98.5,120.0,Yes
813,D17,Network Traffic,IoT17,Edge2,Edge,IoT -> Edge,60.0,35.0,0.0,95.0,150.0,Yes
814,D20,Data Analytics,IoT20,Fog3,Fog,IoT -> Fog,50.2,70.0,12.55,132.75,500.0,Yes
815,D15,Data Analytics,IoT15,Cloud1,Cloud,IoT -> Cloud,24.5,111.0,0.0,135.5,500.0,Yes
816,D16,Image Processing,IoT16,Edge3,Edge,IoT -> Edge,41.6,59.0,0.0,100.6,300.0,Yes
817,D9,Network Traffic,IoT9,Edge4,Edge,IoT -> Edge,87.2,41.0,0.0,128.2,150.0,Yes
818,D15,Data Analytics,IoT15,IoT15,IoT,IoT (local),56.0,0.0,0.0,56.0,500.0,Yes
819,D8,Data Analytics,IoT8,Edge5,Edge,IoT -> Edge,57.6,45.0,0.0,102.6,500.0,Yes
820,D14,Video Processing,IoT14,Edge6,Edge,IoT -> Edge,64.0,38.0,0.0,102.0,120.0,Yes
821,D6,Image Processing,IoT6,IoT6,IoT,IoT (local),64.0,0.0,0.0,64.0,300.0,Yes
822,D18,Image Processing,IoT18,Edge1,Edge,IoT -> Edge,42.4,56.0,0.0,98.4,300.0,Yes
823,D6,Image Processing,IoT6,Fog1,Fog,IoT -> Fog,46.2,68.0,0.0,114.2,300.0,Yes
824,D9,Data Analytics,IoT9,Fog2,Fog,IoT -> Fog,37.8,65.0,0.0,102.8,500.0,Yes
825,D2,Data Analytics,IoT2,IoT2,IoT,IoT (local),57.0,0.0,0.0,57.0,500.0,Yes
826,D8,Network Traffic,IoT8,Fog3,Fog,IoT -> Fog,35.4,59.0,0.0,94.4,150.0,Yes
827,D15,Data Analytics,IoT15,Fog1,Fog,IoT -> Fog,41.0,47.0,5.12,93.12,500.0,Yes
828,D2,Video Processing,IoT2,Edge2,Edge,IoT -> Edge,42.8,53.0,0.0,95.8,120.0,Yes
829,D5,Data Analytics,IoT5,IoT5,IoT,IoT (local),93.0,0.0,0.0,93.0,500.0,Yes
830,D13,Data Analytics,IoT13,Edge3,Edge,IoT -> Edge,41.2,45.0,0.0,86.2,500.0,Yes
831,D4,Data Analytics,IoT4,Fog2,Fog,IoT -> Fog,54.4,45.0,6.8,106.2,500.0,Yes
832,D19,Data Analytics,IoT19,Fog3,Fog,IoT -> Fog,57.4,66.0,7.17,130.57,500.0,Yes
833,D20,Network Traffic,IoT20,Edge4,Edge,IoT -> Edge,62.4,22.0,0.0,84.4,150.0,Yes
834,D15,Network Traffic,IoT15,Edge5,Edge,IoT -> Edge,44.0,55.0,0.0,99.0,150.0,Yes
835,D3,Image Processing,IoT3,Fog1,Fog,IoT -> Fog,51.4,65.0,12.85,129.25,300.0,Yes
836,D17,Video Processing,IoT17,Cloud1,Cloud,IoT -> Cloud,29.6,81.0,0.0,110.6,120.0,Yes
837,D18,Image Processing,IoT18,IoT18,IoT,IoT (local),77.0,0.0,0.0,77.0,300.0,Yes
838,D17,Image Processing,IoT17,Edge6,Edge,IoT -> Edge,54.8,52.0,0.0,106.8,300.0,Yes
839,D11,Network Traffic,IoT11,Edge7,Edge,IoT -> Edge,76.4,39.0,0.0,115.4,150.0,Yes
840,D8,Network Traffic,IoT8,Edge8,Edge,IoT -> Edge,72.4,52.0,0.0,124.4,150.0,Yes
841,D14,Image Processing,IoT14,Edge1,Edge,IoT -> Edge,40.4,25.0,0.0,65.4,300.0,Yes
842,D11,Network Traffic,IoT11,Fog1,Fog,IoT -> Fog,50.6,64.0,0.0,114.6,150.0,Yes
843,D20,Video Processing,IoT20,Fog2,Fog,IoT -> Fog,59.8,82.0,0.0,141.8,120.0,No
844,D13,Network Traffic,IoT13,Fog3,Fog,IoT -> Fog,54.2,85.0,0.0,139.2,150.0,Yes
845,D17,Data Analytics,IoT17,Fog1,Fog,IoT -> Fog,49.6,84.0,6.2,139.8,500.0,Yes
846,D8,Data Analytics,IoT8,IoT8,IoT,IoT (local),51.0,0.0,0.0,51.0,500.0,Yes
847,D1,Image Processing,IoT1,Edge2,Edge,IoT -> Edge,48.0,35.0,0.0,83.0,300.0,Yes
848,D19,Video Processing,IoT19,Edge3,Edge,IoT -> Edge,43.6,32.0,0.0,75.6,120.0,Yes
849,D8,Image Processing,IoT8,Fog2,Fog,IoT -> Fog,57.6,84.0,7.2,148.8,300.0,Yes
850,D12,Image Processing,IoT12,Edge4,Edge,IoT -> Edge,38.8,40.0,0.0,78.8,300.0,Yes
851,D6,Video Processing,IoT6,Fog3,Fog,IoT -> Fog,42.0,70.0,5.25,117.25,120.0,Yes
852,D8,Video Processing,IoT8,Fog1,Fog,IoT -> Fog,58.0,78.0,14.5,150.5,120.0,No
853,D20,Network Traffic,IoT20,Edge5,Edge,IoT -> Edge,21.2,30.0,0.0,51.2,150.0,Yes
854,D6,Video Processing,IoT6,IoT6,IoT,IoT (local),83.0,0.0,0.0,83.0,120.0,Yes
855,D14,Image Processing,IoT14,Fog2,Fog,IoT -> Fog,42.6,58.0,10.65,111.25,300.0,Yes
856,D7,Data Analytics,IoT7,Fog3,Fog,IoT -> Fog,39.4,51.0,9.85,100.25,500.0,Yes
857,D10,Network Traffic,IoT10,Edge6,Edge,IoT -> Edge,50.0,49.0,0.0,99.0,150.0,Yes
858,D20,Video Processing,IoT20,Edge7,Edge,IoT -> Edge,76.8,29.0,0.0,105.8,120.0,Yes
859,D19,Network Traffic,IoT19,Edge8,Edge,IoT -> Edge,37.6,18.0,0.0,55.6,150.0,Yes
860,D6,Video Processing,IoT6,Fog1,Fog,IoT -> Fog,42.8,43.0,16.05,101.85,120.0,Yes
861,D6,Data Analytics,IoT6,Edge1,Edge,IoT -> Edge,44.8,16.0,0.0,60.8,500.0,Yes
862,D18,Data Analytics,IoT18,Fog1,Fog,IoT -> Fog,52.0,66.0,0.0,118.0,500.0,Yes
863,D7,Image Processing,IoT7,Edge2,Edge,IoT -> Edge,34.4,43.0,0.0,77.4,300.0,Yes
864,D12,Image Processing,IoT12,Fog2,Fog,IoT -> Fog,52.4,54.0,0.0,106.4,300.0,Yes
865,D6,Image Processing,IoT6,Fog3,Fog,IoT -> Fog,39.0,79.0,0.0,118.0,300.0,Yes
866,D7,Data Analytics,IoT7,Fog1,Fog,IoT -> Fog,38.4,87.0,4.8,130.2,500.0,Yes
867,D11,Data Analytics,IoT11,Fog2,Fog,IoT -> Fog,29.8,74.0,3.72,107.52,500.0,Yes
868,D5,Network Traffic,IoT5,Fog3,Fog,IoT -> Fog,43.0,77.0,5.37,125.37,150.0,Yes
869,D20,Video Processing,IoT20,Fog1,Fog,IoT -> Fog,54.2,79.0,13.55,146.75,120.0,No
870,D15,Image Processing,IoT15,Fog2,Fog,IoT -> Fog,57.4,85.0,14.35,156.75,300.0,Yes
871,D1,Data Analytics,IoT1,Edge3,Edge,IoT -> Edge,58.4,50.0,0.0,108.4,500.0,Yes
872,D14,Video Processing,IoT14,Edge4,Edge,IoT -> Edge,33.6,48.0,0.0,81.6,120.0,Yes
873,D5,Network Traffic,IoT5,Fog3,Fog,IoT -> Fog,41.2,60.0,10.3,111.5,150.0,Yes
874,D5,Video Processing,IoT5,Edge5,Edge,IoT -> Edge,84.0,23.0,0.0,107.0,120.0,Yes
875,D17,Network Traffic,IoT17,Cloud1,Cloud,IoT -> Cloud,27.7,92.0,0.0,119.7,150.0,Yes
876,D12,Video Processing,IoT12,Cloud1,Cloud,IoT -> Cloud,27.1,108.0,0.9,136.0,120.0,No
877,D12,Video Processing,IoT12,Cloud1,Cloud,IoT -> Cloud,28.1,96.0,1.87,125.97,120.0,No
878,D11,Video Processing,IoT11,Edge6,Edge,IoT -> Edge,61.2,39.0,0.0,100.2,120.0,Yes
879,D11,Data Analytics,IoT11,Edge7,Edge,IoT -> Edge,95.2,64.0,0.0,159.2,500.0,Yes
880,D19,Video Processing,IoT19,Edge8,Edge,IoT -> Edge,58.4,28.0,0.0,86.4,120.0,Yes
881,D11,Data Analytics,IoT11,Fog1,Fog,IoT -> Fog,37.2,61.0,0.0,98.2,500.0,Yes
882,D2,Network Traffic,IoT2,Edge1,Edge,IoT -> Edge,24.8,32.0,0.0,56.8,150.0,Yes
883,D10,Data Analytics,IoT10,Fog2,Fog,IoT -> Fog,38.4,52.0,0.0,90.4,500.0,Yes
884,D9,Video Processing,IoT9,Fog3,Fog,IoT -> Fog,42.0,80.0,0.0,122.0,120.0,No
885,D4,Image Processing,IoT4,Fog1,Fog,IoT -> Fog,34.4,53.0,4.3,91.7,300.0,Yes
886,D11,Data Analytics,IoT11,Fog2,Fog,IoT -> Fog,43.2,84.0,5.4,132.6,500.0,Yes
887,D17,Video Processing,IoT17,Fog3,Fog,IoT -> Fog,39.8,52.0,4.97,96.77,120.0,Yes
888,D7,Image Processing,IoT7,Edge2,Edge,IoT -> Edge,74.0,52.0,0.0,126.0,300.0,Yes
889,D14,Video Processing,IoT14,Fog1,Fog,IoT -> Fog,44.2,83.0,11.05,138.25,120.0,No
890,D5,Image Processing,IoT5,IoT5,IoT,IoT (local),68.0,0.0,0.0,68.0,300.0,Yes
891,D4,Video Processing,IoT4,Fog2,Fog,IoT -> Fog,52.8,62.0,13.2,128.0,120.0,No
892,D9,Data Analytics,IoT9,Edge3,Edge,IoT -> Edge,63.2,45.0,0.0,108.2,500.0,Yes
893,D11,Video Processing,IoT11,Edge4,Edge,IoT -> Edge,24.4,32.0,0.0,56.4,120.0,Yes
894,D18,Network Traffic,IoT18,Fog3,Fog,IoT -> Fog,35.8,45.0,8.95,89.75,150.0,Yes
895,D18,Video Processing,IoT18,Edge5,Edge,IoT -> Edge,60.8,57.0,0.0,117.8,120.0,Yes
896,D9,Data Analytics,IoT9,Edge6,Edge,IoT -> Edge,74.4,42.0,0.0,116.4,500.0,Yes
897,D9,Data Analytics,IoT9,Edge7,Edge,IoT -> Edge,68.0,21.0,0.0,89.0,500.0,Yes
898,D12,Network Traffic,IoT12,Edge8,Edge,IoT -> Edge,84.4,41.0,0.0,125.4,150.0,Yes
899,D6,Image Processing,IoT6,Fog1,Fog,IoT -> Fog,33.2,41.0,12.45,86.65,300.0,Yes
900,D5,Data Analytics,IoT5,Fog2,Fog,IoT -> Fog,45.6,79.0,17.1,141.7,500.0,Yes
901,D18,Data Analytics,IoT18,Fog1,Fog,IoT -> Fog,34.6,64.0,0.0,98.6,500.0,Yes
902,D2,Network Traffic,IoT2,Fog2,Fog,IoT -> Fog,55.6,81.0,0.0,136.6,150.0,Yes
903,D18,Video Processing,IoT18,Fog3,Fog,IoT -> Fog,26.0,45.0,0.0,71.0,120.0,Yes
904,D16,Network Traffic,IoT16,Fog1,Fog,IoT -> Fog,39.4,51.0,4.92,95.32,150.0,Yes
905,D10,Network Traffic,IoT10,IoT10,IoT,IoT (local),95.0,0.0,0.0,95.0,150.0,Yes
906,D3,Network Traffic,IoT3,Edge1,Edge,IoT -> Edge,36.4,34.0,0.0,70.4,150.0,Yes
907,D19,Network Traffic,IoT19,Fog2,Fog,IoT -> Fog,30.2,68.0,3.77,101.97,150.0,Yes
908,D20,Network Traffic,IoT20,Fog3,Fog,IoT -> Fog,32.2,50.0,4.02,86.22,150.0,Yes
909,D20,Image Processing,IoT20,Edge2,Edge,IoT -> Edge,72.0,21.0,0.0,93.0,300.0,Yes
910,D19,Data Analytics,IoT19,Fog1,Fog,IoT -> Fog,44.6,78.0,11.15,133.75,500.0,Yes
911,D9,Video Processing,IoT9,Edge3,Edge,IoT -> Edge,55.6,17.0,0.0,72.6,120.0,Yes
912,D16,Data Analytics,IoT16,IoT16,IoT,IoT (local),103.0,0.0,0.0,103.0,500.0,Yes
913,D10,Image Processing,IoT10,Edge4,Edge,IoT -> Edge,57.6,58.0,0.0,115.6,300.0,Yes
914,D1,Network Traffic,IoT1,Fog2,Fog,IoT -> Fog,39.4,48.0,9.85,97.25,150.0,Yes
915,D11,Image Processing,IoT11,Fog3,Fog,IoT -> Fog,48.8,64.0,12.2,125.0,300.0,Yes
916,D16,Network Traffic,IoT16,Edge5,Edge,IoT -> Edge,96.0,56.0,0.0,152.0,150.0,No
917,D15,Network Traffic,IoT15,Edge6,Edge,IoT -> Edge,92.8,22.0,0.0,114.8,150.0,Yes
918,D17,Network Traffic,IoT17,Edge7,Edge,IoT -> Edge,41.6,31.0,0.0,72.6,150.0,Yes
919,D20,Data Analytics,IoT20,Edge8,Edge,IoT -> Edge,43.6,24.0,0.0,67.6,500.0,Yes
920,D10,Image Processing,IoT10,Fog1,Fog,IoT -> Fog,35.2,48.0,13.2,96.4,300.0,Yes
921,D7,Data Analytics,IoT7,IoT7,IoT,IoT (local),73.0,0.0,0.0,73.0,500.0,Yes
922,D16,Image Processing,IoT16,Fog1,Fog,IoT -> Fog,39.6,72.0,0.0,111.6,300.0,Yes
923,D4,Network Traffic,IoT4,Fog2,Fog,IoT -> Fog,51.6,68.0,0.0,119.6,150.0,Yes
924,D13,Data Analytics,IoT13,Fog3,Fog,IoT -> Fog,31.4,46.0,0.0,77.4,500.0,Yes
925,D8,Network Traffic,IoT8,Fog1,Fog,IoT -> Fog,54.6,55.0,6.82,116.42,150.0,Yes
926,D18,Image Processing,IoT18,Fog2,Fog,IoT -> Fog,46.4,62.0,5.8,114.2,300.0,Yes
927,D18,Image Processing,IoT18,Edge1,Edge,IoT -> Edge,50.0,32.0,0.0,82.0,300.0,Yes
928,D6,Data Analytics,IoT6,Fog3,Fog,IoT -> Fog,32.8,76.0,4.1,112.9,500.0,Yes
929,D2,Data Analytics,IoT2,Fog1,Fog,IoT -> Fog,57.2,56.0,14.3,127.5,500.0,Yes
930,D3,Data Analytics,IoT3,Fog2,Fog,IoT -> Fog,45.2,76.0,11.3,132.5,500.0,Yes
931,D7,Network Traffic,IoT7,Fog3,Fog,IoT -> Fog,40.8,62.0,10.2,113.0,150.0,Yes
932,D15,Data Analytics,IoT15,Cloud1,Cloud,IoT -> Cloud,24.7,107.0,0.0,131.7,500.0,Yes
933,D2,Image Processing,IoT2,IoT2,IoT,IoT (local),66.0,0.0,0.0,66.0,300.0,Yes
934,D13,Image Processing,IoT13,Cloud1,Cloud,IoT -> Cloud,27.6,112.0,0.92,140.52,300.0,Yes
935,D11,Data Analytics,IoT11,Edge2,Edge,IoT -> Edge,56.4,40.0,0.0,96.4,500.0,Yes
936,D5,Image Processing,IoT5,Edge3,Edge,IoT -> Edge,44.4,47.0,0.0,91.4,300.0,Yes
937,D13,Data Analytics,IoT13,Edge4,Edge,IoT -> Edge,40.8,27.0,0.0,67.8,500.0,Yes
938,D8,Network Traffic,IoT8,Edge5,Edge,IoT -> Edge,59.6,36.0,0.0,95.6,150.0,Yes
939,D8,Image Processing,IoT8,Cloud1,Cloud,IoT -> Cloud,29.4,87.0,1.96,118.36,300.0,Yes
940,D13,Video Processing,IoT13,Edge6,Edge,IoT -> Edge,38.4,55.0,0.0,93.4,120.0,Yes
941,D7,Image Processing,IoT7,Fog1,Fog,IoT -> Fog,53.4,63.0,0.0,116.4,300.0,Yes
942,D9,Image Processing,IoT9,Fog2,Fog,IoT -> Fog,53.8,60.0,0.0,113.8,300.0,Yes
943,D7,Video Processing,IoT7,Fog3,Fog,IoT -> Fog,45.0,71.0,0.0,116.0,120.0,Yes
944,D12,Image Processing,IoT12,Edge1,Edge,IoT -> Edge,36.4,19.0,0.0,55.4,300.0,Yes
945,D9,Network Traffic,IoT9,Fog1,Fog,IoT -> Fog,58.8,85.0,7.35,151.15,150.0,No
946,D18,Data Analytics,IoT18,Edge2,Edge,IoT -> Edge,39.6,34.0,0.0,73.6,500.0,Yes
947,D14,Image Processing,IoT14,Edge3,Edge,IoT -> Edge,39.6,16.0,0.0,55.6,300.0,Yes
948,D1,Video Processing,IoT1,Fog2,Fog,IoT -> Fog,48.4,62.0,6.05,116.45,120.0,Yes
949,D8,Network Traffic,IoT8,Edge4,Edge,IoT -> Edge,40.8,54.0,0.0,94.8,150.0,Yes
950,D14,Data Analytics,IoT14,Fog3,Fog,IoT -> Fog,41.2,64.0,5.15,110.35,500.0,Yes
