Timestamp,Device_ID,Sensor_Data,Workload_Type,Original_Processing_Tier,CPU_Usage(%),Memory_Usage(MB),Network_Latency(ms),Jitter(ms),Task_Execution_Time(ms),QSALB_Source_Node,QSALB_Destination_Node,QSALB_Processing_Tier,QSALB_Offloading_Path,QSALB_Processing_Time(ms),QSALB_Communication_Delay(ms),QSALB_Queue_Wait(ms),QSALB_Total_Latency(ms),Deadline(ms),Deadline_Met,Transmission_Energy(J),Processing_Energy(J),Total_Energy(J)
2024-03-25 12:58:10,D5,"Temp: 30°C, Humidity: 51%",Video Processing,Cloud,33,6226,8,5,51,IoT5,Edge4,Edge,IoT -> Edge,18.29,21.0,12.19,51.48,120.0,Yes,3.344,0.2195,3.5635
2024-03-25 12:58:20,D16,"Temp: 21°C, Humidity: 73%",Network Traffic,Device,76,6448,36,4,85,IoT16,Edge4,Edge,IoT -> Edge,30.48,48.0,0.0,78.48,150.0,Yes,3.4633,0.3658,3.8291
2024-03-25 12:58:30,D11,"Temp: 33°C, Humidity: 43%",Network Traffic,Device,46,4483,44,7,255,IoT11,Fog3,Fog,IoT -> Fog,46.36,81.0,0.0,127.36,150.0,Yes,4.8157,0.0,4.8157
2024-03-25 12:58:40,D4,"Temp: 34°C, Humidity: 41%",Data Analytics,Device,30,5073,31,9,53,IoT4,IoT4,IoT,IoT (local),53.0,0.0,0.0,53.0,500.0,Yes,0.0,0.636,0.636
2024-03-25 12:58:50,D16,"Temp: 37°C, Humidity: 38%",Network Traffic,Device,60,6978,12,4,52,IoT16,Edge1,Edge,IoT -> Edge,18.88,24.0,0.0,42.88,150.0,Yes,3.7479,0.2266,3.9746
2024-03-25 12:59:00,D6,"Temp: 28°C, Humidity: 59%",Image Processing,Cloud,85,5086,43,6,67,IoT6,IoT6,IoT,IoT (local),67.0,0.0,0.0,67.0,300.0,Yes,0.0,0.804,0.804
2024-03-25 12:59:10,D3,"Temp: 33°C, Humidity: 30%",Data Analytics,Fog,29,3855,21,2,80,IoT3,Edge2,Edge,IoT -> Edge,31.52,31.0,0.0,62.52,500.0,Yes,2.0706,0.3782,2.4488
2024-03-25 12:59:20,D3,"Temp: 26°C, Humidity: 56%",Data Analytics,Cloud,36,2886,17,7,104,IoT3,Edge6,Edge,IoT -> Edge,42.39,32.0,0.0,74.39,500.0,Yes,1.5501,0.5087,2.0588
2024-03-25 12:59:30,D9,"Temp: 23°C, Humidity: 77%",Video Processing,Device,12,2685,19,2,179,IoT9,Fog3,Fog,IoT -> Fog,32.54,51.0,4.07,87.61,120.0,Yes,2.8843,0.0,2.8843
2024-03-25 12:59:40,D14,"Temp: 23°C, Humidity: 72%",Data Analytics,Device,63,3152,48,5,168,IoT14,Fog2,Fog,IoT -> Fog,37.13,83.0,0.0,120.13,500.0,Yes,3.3859,0.0,3.3859
2024-03-25 12:59:50,D3,"Temp: 37°C, Humidity: 71%",Video Processing,Cloud,41,3211,7,8,161,IoT3,Fog1,Fog,IoT -> Fog,36.53,45.0,0.0,81.53,120.0,Yes,3.4493,0.0,3.4493
2024-03-25 13:00:00,D14,"Temp: 33°C, Humidity: 70%",Data Analytics,Cloud,78,3305,36,6,193,IoT14,Fog3,Fog,IoT -> Fog,35.09,72.0,8.77,115.86,500.0,Yes,3.5503,0.0,3.5503
2024-03-25 13:00:10,D16,"Temp: 24°C, Humidity: 76%",Video Processing,Device,54,1076,29,4,122,IoT16,Edge8,Edge,IoT -> Edge,50.77,41.0,0.0,91.77,120.0,Yes,0.5779,0.6092,1.1871
2024-03-25 13:00:20,D1,"Temp: 35°C, Humidity: 61%",Data Analytics,Device,81,2345,5,5,175,IoT1,Fog2,Fog,IoT -> Fog,38.68,40.0,4.83,83.51,500.0,Yes,2.519,0.0,2.519
2024-03-25 13:00:30,D2,"Temp: 37°C, Humidity: 70%",Image Processing,Edge,62,4358,45,2,142,IoT2,Edge3,Edge,IoT -> Edge,60.95,55.0,0.0,115.95,300.0,Yes,2.3407,0.7314,3.0721
2024-03-25 13:00:40,D1,"Temp: 33°C, Humidity: 43%",Network Traffic,Device,18,3417,19,8,62,IoT1,IoT1,IoT,IoT (local),62.0,0.0,0.0,62.0,150.0,Yes,0.0,0.744,0.744
2024-03-25 13:00:50,D4,"Temp: 36°C, Humidity: 78%",Data Analytics,Device,81,7439,8,8,165,IoT4,Fog1,Fog,IoT -> Fog,37.44,46.0,4.68,88.12,500.0,Yes,7.9911,0.0,7.9911
2024-03-25 13:01:00,D8,"Temp: 37°C, Humidity: 76%",Video Processing,Cloud,61,6324,5,3,178,IoT8,Fog3,Fog,IoT -> Fog,32.36,38.0,12.13,82.49,120.0,Yes,6.7934,0.0,6.7934
2024-03-25 13:01:10,D15,"Temp: 34°C, Humidity: 79%",Data Analytics,Edge,12,2270,12,8,60,IoT15,Edge5,Edge,IoT -> Edge,26.05,28.0,0.0,54.05,500.0,Yes,1.2192,0.3126,1.5318
2024-03-25 13:01:20,D10,"Temp: 24°C, Humidity: 37%",Image Processing,Device,25,7660,31,2,64,IoT10,IoT10,IoT,IoT (local),64.0,0.0,0.0,64.0,300.0,Yes,0.0,0.768,0.768
2024-03-25 13:01:30,D20,"Temp: 34°C, Humidity: 40%",Image Processing,Fog,67,5199,38,8,66,IoT20,IoT20,IoT,IoT (local),66.0,0.0,0.0,66.0,300.0,Yes,0.0,0.792,0.792
2024-03-25 13:01:40,D5,"Temp: 25°C, Humidity: 73%",Video Processing,Edge,41,3281,15,7,128,IoT5,Edge7,Edge,IoT -> Edge,59.98,30.0,0.0,89.98,120.0,Yes,1.7623,0.7198,2.482
2024-03-25 13:01:50,D14,"Temp: 21°C, Humidity: 53%",Data Analytics,Fog,57,6897,41,5,196,IoT14,Fog2,Fog,IoT -> Fog,43.32,76.0,10.83,130.15,500.0,Yes,7.4089,0.0,7.4089
2024-03-25 13:02:00,D3,"Temp: 27°C, Humidity: 47%",Network Traffic,Device,17,6267,38,9,193,IoT3,Fog1,Fog,IoT -> Fog,43.79,77.0,10.95,131.74,150.0,Yes,6.7321,0.0,6.7321
2024-03-25 13:02:10,D10,"Temp: 26°C, Humidity: 39%",Data Analytics,Edge,36,4496,39,7,171,IoT10,Fog3,Fog,IoT -> Fog,31.09,76.0,15.54,122.63,500.0,Yes,4.8297,0.0,4.8297
2024-03-25 13:02:20,D18,"Temp: 28°C, Humidity: 48%",Network Traffic,Cloud,77,4072,39,5,124,IoT18,Edge4,Edge,IoT -> Edge,44.47,52.0,14.82,111.29,150.0,Yes,2.1871,0.5336,2.7207
2024-03-25 13:02:30,D3,"Temp: 32°C, Humidity: 42%",Image Processing,Device,59,5301,49,3,156,IoT3,Edge1,Edge,IoT -> Edge,56.65,60.0,18.88,135.53,300.0,Yes,2.8472,0.6799,3.5271
2024-03-25 13:02:40,D15,"Temp: 39°C, Humidity: 41%",Data Analytics,Device,29,5689,33,9,91,IoT15,IoT15,IoT,IoT (local),91.0,0.0,0.0,91.0,500.0,Yes,0.0,1.092,1.092
2024-03-25 13:02:50,D14,"Temp: 22°C, Humidity: 30%",Image Processing,Edge,68,5966,18,4,136,IoT14,Fog2,Fog,IoT -> Fog,30.06,52.0,11.27,93.33,300.0,Yes,6.4088,0.0,6.4088
2024-03-25 13:03:00,D3,"Temp: 34°C, Humidity: 43%",Video Processing,Cloud,86,1588,12,6,269,IoT3,Cloud1,Cloud,IoT -> Cloud,26.9,88.0,0.0,114.9,120.0,Yes,2.5588,0.0,2.5588
2024-03-25 13:03:10,D15,"Temp: 29°C, Humidity: 55%",Network Traffic,Device,57,639,31,3,134,IoT15,Fog1,Fog,IoT -> Fog,30.41,64.0,11.4,105.81,150.0,Yes,0.6864,0.0,0.6864
2024-03-25 13:03:20,D15,"Temp: 23°C, Humidity: 49%",Data Analytics,Fog,11,5678,26,3,116,IoT15,Edge2,Edge,IoT -> Edge,45.7,37.0,15.23,97.93,500.0,Yes,3.0497,0.5484,3.5981
2024-03-25 13:03:30,D20,"Temp: 27°C, Humidity: 38%",Image Processing,Cloud,46,4995,17,4,218,IoT20,Cloud1,Cloud,IoT -> Cloud,21.8,91.0,0.73,113.53,300.0,Yes,8.0486,0.0,8.0486
2024-03-25 13:03:40,D10,"Temp: 35°C, Humidity: 48%",Image Processing,Cloud,56,4492,26,3,161,IoT10,Fog3,Fog,IoT -> Fog,29.27,59.0,18.29,106.56,300.0,Yes,4.8254,0.0,4.8254
2024-03-25 13:03:50,D8,"Temp: 29°C, Humidity: 35%",Video Processing,Cloud,61,5176,6,6,181,IoT8,Fog2,Fog,IoT -> Fog,40.0,42.0,20.0,102.0,120.0,Yes,5.5602,0.0,5.5602
2024-03-25 13:04:00,D13,"Temp: 20°C, Humidity: 34%",Network Traffic,Fog,30,1259,23,3,255,IoT13,Cloud1,Cloud,IoT -> Cloud,25.5,96.0,1.7,123.2,150.0,Yes,2.0287,0.0,2.0287
2024-03-25 13:04:10,D10,"Temp: 22°C, Humidity: 71%",Video Processing,Cloud,32,5157,42,5,75,IoT10,Edge6,Edge,IoT -> Edge,30.57,55.0,10.19,95.75,120.0,Yes,2.7699,0.3668,3.1367
2024-03-25 13:04:20,D11,"Temp: 22°C, Humidity: 33%",Network Traffic,Cloud,84,3909,45,4,209,IoT11,Cloud1,Cloud,IoT -> Cloud,20.9,119.0,2.09,141.99,150.0,Yes,6.2987,0.0,6.2987
2024-03-25 13:04:30,D4,"Temp: 35°C, Humidity: 64%",Data Analytics,Device,35,2081,16,6,216,IoT4,Cloud1,Cloud,IoT -> Cloud,21.6,92.0,2.88,116.48,500.0,Yes,3.3532,0.0,3.3532
2024-03-25 13:04:40,D2,"Temp: 37°C, Humidity: 33%",Network Traffic,Edge,89,7386,7,1,74,IoT2,Edge8,Edge,IoT -> Edge,30.79,16.0,10.26,57.05,150.0,Yes,3.9671,0.3695,4.3366
2024-03-25 13:04:50,D1,"Temp: 35°C, Humidity: 43%",Video Processing,Fog,21,7989,26,8,157,IoT1,Fog1,Fog,IoT -> Fog,35.63,64.0,17.81,117.44,120.0,Yes,8.5819,0.0,8.5819
2024-03-25 13:05:00,D12,"Temp: 38°C, Humidity: 61%",Data Analytics,Cloud,50,4112,32,2,119,IoT12,Edge3,Edge,IoT -> Edge,51.08,42.0,17.02,110.1,500.0,Yes,2.2086,0.6129,2.8215
2024-03-25 13:05:10,D2,"Temp: 22°C, Humidity: 58%",Network Traffic,Cloud,14,1541,41,1,72,IoT2,IoT2,IoT,IoT (local),72.0,0.0,0.0,72.0,150.0,Yes,0.0,0.864,0.864
2024-03-25 13:05:20,D4,"Temp: 22°C, Humidity: 50%",Data Analytics,Device,26,4737,6,5,247,IoT4,Cloud1,Cloud,IoT -> Cloud,24.7,81.0,4.12,109.82,500.0,Yes,7.6329,0.0,7.6329
2024-03-25 13:05:30,D9,"Temp: 20°C, Humidity: 74%",Image Processing,Cloud,41,4718,7,9,119,IoT9,Edge5,Edge,IoT -> Edge,51.67,24.0,17.22,92.88,300.0,Yes,2.5341,0.62,3.1541
2024-03-25 13:05:40,D5,"Temp: 27°C, Humidity: 53%",Network Traffic,Edge,19,2907,44,2,117,IoT5,IoT5,IoT,IoT (local),117.0,0.0,0.0,117.0,150.0,Yes,0.0,1.404,1.404
2024-03-25 13:05:50,D13,"Temp: 29°C, Humidity: 52%",Video Processing,Fog,28,8138,8,8,298,IoT13,Cloud1,Cloud,IoT -> Cloud,29.8,86.0,5.96,121.76,120.0,No,13.113,0.0,13.113
2024-03-25 13:06:00,D16,"Temp: 39°C, Humidity: 39%",Video Processing,Cloud,75,7017,21,3,226,IoT16,Fog3,Fog,IoT -> Fog,41.09,54.0,30.81,125.9,120.0,No,7.5378,0.0,7.5378
2024-03-25 13:06:10,D18,"Temp: 25°C, Humidity: 74%",Image Processing,Cloud,28,3563,46,8,223,IoT18,Fog2,Fog,IoT -> Fog,49.29,84.0,30.8,164.09,300.0,Yes,3.8274,0.0,3.8274
2024-03-25 13:06:20,D16,"Temp: 22°C, Humidity: 68%",Data Analytics,Cloud,15,2526,28,6,68,IoT16,IoT16,IoT,IoT (local),68.0,0.0,0.0,68.0,500.0,Yes,0.0,0.816,0.816
2024-03-25 13:06:30,D6,"Temp: 27°C, Humidity: 71%",Image Processing,Cloud,82,3095,21,6,165,IoT6,Fog1,Fog,IoT -> Fog,37.44,57.0,23.4,117.84,300.0,Yes,3.3247,0.0,3.3247
2024-03-25 13:06:40,D17,"Temp: 21°C, Humidity: 59%",Video Processing,Device,72,6315,43,5,274,IoT17,Fog3,Fog,IoT -> Fog,49.81,78.0,0.0,127.81,120.0,No,6.7837,0.0,6.7837
2024-03-25 13:06:50,D4,"Temp: 28°C, Humidity: 43%",Data Analytics,Device,15,1849,34,8,52,IoT4,IoT4,IoT,IoT (local),52.0,0.0,0.0,52.0,500.0,Yes,0.0,0.624,0.624
2024-03-25 13:07:00,D6,"Temp: 29°C, Humidity: 30%",Network Traffic,Device,84,7534,29,7,143,IoT6,Edge4,Edge,IoT -> Edge,51.28,44.0,0.0,95.28,150.0,Yes,4.0466,0.6154,4.662
2024-03-25 13:07:10,D4,"Temp: 33°C, Humidity: 73%",Network Traffic,Fog,61,7527,14,4,294,IoT4,Fog3,Fog,IoT -> Fog,53.45,48.0,6.68,108.13,150.0,Yes,8.0856,0.0,8.0856
2024-03-25 13:07:20,D10,"Temp: 26°C, Humidity: 66%",Data Analytics,Device,33,3277,19,3,254,IoT10,Fog2,Fog,IoT -> Fog,56.14,52.0,0.0,108.14,500.0,Yes,3.5202,0.0,3.5202
2024-03-25 13:07:30,D12,"Temp: 33°C, Humidity: 51%",Data Analytics,Fog,62,3263,38,1,260,IoT12,Fog1,Fog,IoT -> Fog,59.0,69.0,0.0,128.0,500.0,Yes,3.5052,0.0,3.5052
2024-03-25 13:07:40,D13,"Temp: 23°C, Humidity: 67%",Network Traffic,Cloud,69,8093,48,3,164,IoT13,Edge1,Edge,IoT -> Edge,59.56,59.0,0.0,118.56,150.0,Yes,4.3468,0.7147,5.0615
2024-03-25 13:07:50,D8,"Temp: 25°C, Humidity: 67%",Video Processing,Cloud,41,5459,20,3,272,IoT8,Fog3,Fog,IoT -> Fog,49.45,53.0,12.36,114.81,120.0,Yes,5.8642,0.0,5.8642
2024-03-25 13:08:00,D11,"Temp: 35°C, Humidity: 38%",Video Processing,Fog,77,885,42,2,236,IoT11,Fog2,Fog,IoT -> Fog,52.16,74.0,6.52,132.68,120.0,No,0.9507,0.0,0.9507
2024-03-25 13:08:10,D20,"Temp: 21°C, Humidity: 60%",Video Processing,Edge,21,6073,31,8,293,IoT20,Fog1,Fog,IoT -> Fog,66.49,69.0,8.31,143.8,120.0,No,6.5237,0.0,6.5237
2024-03-25 13:08:20,D5,"Temp: 28°C, Humidity: 67%",Network Traffic,Device,38,3408,25,5,158,IoT5,Edge2,Edge,IoT -> Edge,62.25,38.0,0.0,100.25,150.0,Yes,1.8305,0.747,2.5775
2024-03-25 13:08:30,D16,"Temp: 37°C, Humidity: 69%",Image Processing,Edge,24,5922,34,9,237,IoT16,Fog3,Fog,IoT -> Fog,43.09,73.0,16.15,132.24,300.0,Yes,6.3615,0.0,6.3615
2024-03-25 13:08:40,D5,"Temp: 37°C, Humidity: 54%",Network Traffic,Device,57,5599,10,7,233,IoT5,Fog2,Fog,IoT -> Fog,51.5,47.0,12.87,111.37,150.0,Yes,6.0146,0.0,6.0146
2024-03-25 13:08:50,D16,"Temp: 24°C, Humidity: 67%",Video Processing,Fog,73,711,25,5,144,IoT16,Edge6,Edge,IoT -> Edge,58.69,38.0,0.0,96.69,120.0,Yes,0.3819,0.7043,1.0862
2024-03-25 13:09:00,D1,"Temp: 34°C, Humidity: 45%",Image Processing,Edge,37,5441,37,8,114,IoT1,Edge8,Edge,IoT -> Edge,47.44,53.0,0.0,100.44,300.0,Yes,2.9224,0.5693,3.4917
2024-03-25 13:09:10,D9,"Temp: 26°C, Humidity: 71%",Image Processing,Device,25,4577,42,9,119,IoT9,Edge3,Edge,IoT -> Edge,51.08,59.0,0.0,110.08,300.0,Yes,2.4583,0.6129,3.0713
2024-03-25 13:09:20,D18,"Temp: 25°C, Humidity: 55%",Video Processing,Edge,14,1446,41,6,113,IoT18,Edge5,Edge,IoT -> Edge,49.06,55.0,0.0,104.06,120.0,Yes,0.7767,0.5887,1.3654
2024-03-25 13:09:30,D3,"Temp: 36°C, Humidity: 30%",Data Analytics,Device,10,4787,10,7,289,IoT3,Cloud1,Cloud,IoT -> Cloud,28.9,87.0,0.0,115.9,500.0,Yes,7.7134,0.0,7.7134
2024-03-25 13:09:40,D3,"Temp: 20°C, Humidity: 31%",Image Processing,Cloud,46,2224,32,5,86,IoT3,Edge7,Edge,IoT -> Edge,40.3,45.0,0.0,85.3,300.0,Yes,1.1945,0.4836,1.6781
2024-03-25 13:09:50,D6,"Temp: 30°C, Humidity: 35%",Data Analytics,Edge,73,7250,9,5,116,IoT6,Edge4,Edge,IoT -> Edge,41.6,22.0,13.86,77.46,500.0,Yes,3.894,0.4992,4.3932
2024-03-25 13:10:00,D17,"Temp: 24°C, Humidity: 52%",Network Traffic,Device,37,616,19,3,81,IoT17,Edge1,Edge,IoT -> Edge,29.42,30.0,9.8,69.22,150.0,Yes,0.3309,0.353,0.6839
2024-03-25 13:10:10,D18,"Temp: 22°C, Humidity: 57%",Video Processing,Device,58,5610,46,7,214,IoT18,Fog1,Fog,IoT -> Fog,48.56,83.0,12.14,143.7,120.0,No,6.0264,0.0,6.0264
2024-03-25 13:10:20,D8,"Temp: 20°C, Humidity: 69%",Image Processing,Fog,11,4637,40,1,274,IoT8,Cloud1,Cloud,IoT -> Cloud,27.4,111.0,0.91,139.31,300.0,Yes,7.4717,0.0,7.4717
2024-03-25 13:10:30,D6,"Temp: 26°C, Humidity: 35%",Image Processing,Fog,57,5976,32,9,97,IoT6,IoT6,IoT,IoT (local),97.0,0.0,0.0,97.0,300.0,Yes,0.0,1.164,1.164
2024-03-25 13:10:40,D10,"Temp: 27°C, Humidity: 46%",Video Processing,Cloud,80,5392,26,9,112,IoT10,Edge2,Edge,IoT -> Edge,44.13,43.0,14.7,101.83,120.0,Yes,2.8961,0.5295,3.4256
2024-03-25 13:10:50,D3,"Temp: 23°C, Humidity: 34%",Image Processing,Fog,86,3887,12,2,137,IoT3,Fog3,Fog,IoT -> Fog,24.91,44.0,12.45,81.36,300.0,Yes,4.1755,0.0,4.1755
2024-03-25 13:11:00,D4,"Temp: 34°C, Humidity: 71%",Video Processing,Fog,22,5251,17,2,297,IoT4,Cloud1,Cloud,IoT -> Cloud,29.7,89.0,1.98,120.68,120.0,No,8.4611,0.0,8.4611
2024-03-25 13:11:10,D15,"Temp: 32°C, Humidity: 39%",Image Processing,Cloud,41,2695,33,3,51,IoT15,IoT15,IoT,IoT (local),51.0,0.0,0.0,51.0,300.0,Yes,0.0,0.612,0.612
2024-03-25 13:11:20,D13,"Temp: 31°C, Humidity: 78%",Image Processing,Cloud,58,5004,15,6,254,IoT13,Fog2,Fog,IoT -> Fog,56.14,51.0,21.05,128.19,300.0,Yes,5.3754,0.0,5.3754
2024-03-25 13:11:30,D8,"Temp: 35°C, Humidity: 38%",Video Processing,Cloud,27,3931,8,8,244,IoT8,Cloud1,Cloud,IoT -> Cloud,24.4,86.0,2.44,112.84,120.0,Yes,6.3341,0.0,6.3341
2024-03-25 13:11:40,D11,"Temp: 24°C, Humidity: 34%",Image Processing,Edge,78,4978,44,8,229,IoT11,Fog1,Fog,IoT -> Fog,51.96,82.0,19.48,153.45,300.0,Yes,5.3475,0.0,5.3475
2024-03-25 13:11:50,D9,"Temp: 36°C, Humidity: 69%",Image Processing,Edge,65,6781,39,1,201,IoT9,Fog3,Fog,IoT -> Fog,36.54,70.0,22.84,129.38,300.0,Yes,7.2843,0.0,7.2843
2024-03-25 13:12:00,D20,"Temp: 33°C, Humidity: 52%",Video Processing,Cloud,75,3864,24,8,84,IoT20,IoT20,IoT,IoT (local),84.0,0.0,0.0,84.0,120.0,Yes,0.0,1.008,1.008
2024-03-25 13:12:10,D16,"Temp: 28°C, Humidity: 53%",Video Processing,Edge,48,4266,14,1,151,IoT16,Fog2,Fog,IoT -> Fog,33.37,45.0,16.68,95.06,120.0,Yes,4.5826,0.0,4.5826
2024-03-25 13:12:20,D16,"Temp: 21°C, Humidity: 55%",Data Analytics,Cloud,62,1545,21,8,292,IoT16,Cloud1,Cloud,IoT -> Cloud,29.2,99.0,3.89,132.09,500.0,Yes,2.4895,0.0,2.4895
2024-03-25 13:12:30,D8,"Temp: 36°C, Humidity: 40%",Network Traffic,Device,46,4413,36,8,278,IoT8,Cloud1,Cloud,IoT -> Cloud,27.8,114.0,4.63,146.43,150.0,Yes,7.1108,0.0,7.1108
2024-03-25 13:12:40,D11,"Temp: 22°C, Humidity: 39%",Data Analytics,Cloud,49,6750,24,9,291,IoT11,Cloud1,Cloud,IoT -> Cloud,29.1,103.0,5.82,137.92,500.0,Yes,10.8765,0.0,10.8765
2024-03-25 13:12:50,D12,"Temp: 20°C, Humidity: 37%",Network Traffic,Device,73,1036,33,3,263,IoT12,Cloud1,Cloud,IoT -> Cloud,26.3,106.0,6.14,138.44,150.0,Yes,1.6693,0.0,1.6693
2024-03-25 13:13:00,D1,"Temp: 36°C, Humidity: 45%",Image Processing,Cloud,24,7385,13,6,276,IoT1,Fog3,Fog,IoT -> Fog,50.18,49.0,37.63,136.8,300.0,Yes,7.9331,0.0,7.9331
2024-03-25 13:13:10,D8,"Temp: 24°C, Humidity: 77%",Data Analytics,Edge,34,5050,18,2,120,IoT8,Edge6,Edge,IoT -> Edge,48.91,28.0,16.3,93.21,500.0,Yes,2.7124,0.5869,3.2993
2024-03-25 13:13:20,D19,"Temp: 24°C, Humidity: 48%",Image Processing,Cloud,61,7930,14,5,117,IoT19,Edge8,Edge,IoT -> Edge,48.69,27.0,16.22,91.91,300.0,Yes,4.2593,0.5842,4.8435
2024-03-25 13:13:30,D7,"Temp: 35°C, Humidity: 45%",Data Analytics,Cloud,46,6843,45,1,227,IoT7,Fog1,Fog,IoT -> Fog,51.51,76.0,25.75,153.26,500.0,Yes,7.3509,0.0,7.3509
2024-03-25 13:13:40,D19,"Temp: 31°C, Humidity: 53%",Video Processing,Edge,46,2960,5,7,205,IoT19,Fog2,Fog,IoT -> Fog,45.31,42.0,28.31,115.62,120.0,Yes,3.1797,0.0,3.1797
2024-03-25 13:13:50,D3,"Temp: 36°C, Humidity: 79%",Network Traffic,Fog,38,2416,20,1,234,IoT3,Fog3,Fog,IoT -> Fog,42.54,51.0,37.22,130.76,150.0,Yes,2.5953,0.0,2.5953
2024-03-25 13:14:00,D18,"Temp: 29°C, Humidity: 48%",Network Traffic,Fog,72,6913,39,9,72,IoT18,IoT18,IoT,IoT (local),72.0,0.0,0.0,72.0,150.0,Yes,0.0,0.864,0.864
2024-03-25 13:14:10,D4,"Temp: 22°C, Humidity: 37%",Network Traffic,Fog,75,1006,33,2,205,IoT4,Fog1,Fog,IoT -> Fog,46.52,65.0,29.07,140.59,150.0,Yes,1.0807,0.0,1.0807
2024-03-25 13:14:20,D9,"Temp: 35°C, Humidity: 63%",Network Traffic,Device,30,2568,30,8,73,IoT9,IoT9,IoT,IoT (local),73.0,0.0,0.0,73.0,150.0,Yes,0.0,0.876,0.876
2024-03-25 13:14:30,D7,"Temp: 34°C, Humidity: 67%",Image Processing,Fog,84,1799,25,9,185,IoT7,Edge3,Edge,IoT -> Edge,79.41,42.0,26.46,147.87,300.0,Yes,0.9663,0.9529,1.9192
2024-03-25 13:14:40,D10,"Temp: 20°C, Humidity: 71%",Network Traffic,Edge,14,7627,23,7,65,IoT10,IoT10,IoT,IoT (local),65.0,0.0,0.0,65.0,150.0,Yes,0.0,0.78,0.78
2024-03-25 13:14:50,D18,"Temp: 25°C, Humidity: 78%",Video Processing,Device,27,8023,26,6,136,IoT18,Edge5,Edge,IoT -> Edge,59.05,40.0,19.68,118.72,120.0,Yes,4.3092,0.7086,5.0178
2024-03-25 13:15:00,D4,"Temp: 28°C, Humidity: 75%",Video Processing,Cloud,33,4799,17,7,253,IoT4,Fog3,Fog,IoT -> Fog,45.99,54.0,0.0,99.99,120.0,Yes,5.1552,0.0,5.1552
2024-03-25 13:15:10,D18,"Temp: 26°C, Humidity: 33%",Data Analytics,Cloud,38,616,28,4,272,IoT18,Fog3,Fog,IoT -> Fog,49.45,62.0,6.18,117.63,500.0,Yes,0.6617,0.0,0.6617
2024-03-25 13:15:20,D9,"Temp: 38°C, Humidity: 54%",Network Traffic,Fog,13,3728,12,7,69,IoT9,Edge4,Edge,IoT -> Edge,24.75,27.0,0.0,51.75,150.0,Yes,2.0023,0.2969,2.2993
2024-03-25 13:15:30,D12,"Temp: 22°C, Humidity: 50%",Video Processing,Edge,89,3583,49,2,244,IoT12,Fog2,Fog,IoT -> Fog,53.93,81.0,0.0,134.93,120.0,No,3.8489,0.0,3.8489
2024-03-25 13:15:40,D4,"Temp: 35°C, Humidity: 39%",Network Traffic,Edge,34,5077,19,2,191,IoT4,Fog1,Fog,IoT -> Fog,43.34,51.0,0.0,94.34,150.0,Yes,5.4538,0.0,5.4538
2024-03-25 13:15:50,D13,"Temp: 36°C, Humidity: 69%",Network Traffic,Edge,37,7885,18,9,236,IoT13,Fog3,Fog,IoT -> Fog,42.9,57.0,10.72,110.63,150.0,Yes,8.4702,0.0,8.4702
2024-03-25 13:16:00,D4,"Temp: 35°C, Humidity: 58%",Video Processing,Fog,71,982,32,1,107,IoT4,Edge1,Edge,IoT -> Edge,38.86,41.0,0.0,79.86,120.0,Yes,0.5274,0.4663,0.9938
2024-03-25 13:16:10,D3,"Temp: 35°C, Humidity: 60%",Image Processing,Cloud,86,3101,6,5,96,IoT3,Edge2,Edge,IoT -> Edge,37.82,19.0,0.0,56.82,300.0,Yes,1.6656,0.4539,2.1195
2024-03-25 13:16:20,D5,"Temp: 28°C, Humidity: 66%",Data Analytics,Cloud,47,3650,33,4,295,IoT5,Fog2,Fog,IoT -> Fog,65.2,67.0,8.15,140.35,500.0,Yes,3.9209,0.0,3.9209
2024-03-25 13:16:30,D8,"Temp: 24°C, Humidity: 41%",Data Analytics,Fog,75,3708,37,7,127,IoT8,Edge6,Edge,IoT -> Edge,51.76,52.0,0.0,103.76,500.0,Yes,1.9916,0.6212,2.6128
2024-03-25 13:16:40,D11,"Temp: 27°C, Humidity: 56%",Image Processing,Fog,88,1829,41,7,103,IoT11,Edge8,Edge,IoT -> Edge,42.86,56.0,0.0,98.86,300.0,Yes,0.9824,0.5143,1.4967
2024-03-25 13:16:50,D2,"Temp: 34°C, Humidity: 73%",Data Analytics,Device,60,6556,37,8,84,IoT2,IoT2,IoT,IoT (local),84.0,0.0,0.0,84.0,500.0,Yes,0.0,1.008,1.008
2024-03-25 13:17:00,D3,"Temp: 35°C, Humidity: 65%",Network Traffic,Fog,22,5299,15,6,114,IoT3,Edge3,Edge,IoT -> Edge,48.93,29.0,0.0,77.93,150.0,Yes,2.8461,0.5872,3.4333
2024-03-25 13:17:10,D18,"Temp: 30°C, Humidity: 73%",Video Processing,Fog,70,3392,5,4,279,IoT18,Fog1,Fog,IoT -> Fog,63.31,39.0,7.91,110.22,120.0,Yes,3.6438,0.0,3.6438
2024-03-25 13:17:20,D8,"Temp: 39°C, Humidity: 78%",Video Processing,Device,60,7408,41,4,106,IoT8,Edge5,Edge,IoT -> Edge,46.02,53.0,0.0,99.02,120.0,Yes,3.9789,0.5523,4.5312
2024-03-25 13:17:30,D1,"Temp: 33°C, Humidity: 42%",Image Processing,Edge,73,6939,48,3,93,IoT1,IoT1,IoT,IoT (local),93.0,0.0,0.0,93.0,300.0,Yes,0.0,1.116,1.116
